coments,label
La tienda en MLC de Miramar vende arroz con gorgojos. ¿Nadie controla la calidad?,crítica
Llevo tres semanas sin recibir la cuota de café de la libreta. ¿Dónde está?,crítica
El aceite subsidiado huele a rancio. ¿Es seguro para consumo?,crítica
La panadería estatal de Centro Habana vende pan con piedras. ¿Quieren rompernos los dientes?,crítica
La leche en polvo para niños llegó caducada. ¿Qué clase de negligencia es esta?,crítica
El mercado agropecuario de 10 de Octubre manipula pesas para estafar.,crítica
La tienda ‘El Trigal’ en Santiago no acepta CUP. ¿Es legal?,crítica
El arroz de la libreta tiene más piedras que granos. ¿Dónde está el control?,crítica
La carne en conserva es pura grasa. ¿Esto cuenta como proteína?,crítica
¿Las tiendas de CUP venden baterías para cocinas eléctricas?,pregunta
¿Cómo solicitar una licencia para vender productos agrícolas de forma particular?,pregunta
¿Qué hacer si la tienda MLC no acepta tarjetas de débito extranjeras?,pregunta
¿Hay venta de semillas para huertos caseros en cooperativas agrícolas?,pregunta
¿Dónde reclamo si la leche en polvo distribuida estaba caducada?,pregunta
Las tiendas de electrodomésticos en MLC ofrecen garantía.,neutral
¿Cómo acceder a la venta de materiales escolares subsidiados?,pregunta
¿Existen puntos de venta de gasolina para motos en moneda nacional?,pregunta
La venta de productos de limpieza en moneda nacional ayuda a familias vulnerables.,elogio
El programa de venta de materiales de construcción subsidiados ayuda a reparar viviendas.,elogio
"La libreta incluye jabón y pasta dental, pero en cantidades insuficientes.",neutral
"Los mercados informales llenan vacíos, pero sus precios son abusivos.",neutral
"Las tiendas de ropa en CUP tienen diseños anticuados, pero son accesibles.",neutral
El hotel Iberostar en Varadero tiene cucarachas en las habitaciones. ¿Lujo?,crítica
El paquete ‘todo incluido’ no incluyó ni el agua mineral. Publicidad falsa.,crítica
El museo de la Revolución cobra 10 MLC a cubanos. ¿La historia es solo para turistas?,crítica
El taxi turístico nos cobró 50 MLC por 5 km. ¿Tarifas o robo?,crítica
¿Los ciudadanos cubanos pueden hospedarse en hoteles de cadena internacional?,pregunta
¿Cómo reservar una casa particular en Trinidad con anticipación?,pregunta
¿Hay transporte público desde Varadero hasta Matanzas?,pregunta
¿Qué incluye el paquete 'Cuba Natural' de la agencia Cubanacán?,pregunta
¿Dónde reportar un guía turístico no autorizado que ofrece servicios?,pregunta
¿Cómo alquilar una bicicleta eléctrica en La Habana?,pregunta
La bodega de mi barrio vende productos de la libreta en el mercado negro.,crítica
El detergente subsidiado no quita ni el polvo. ¿Es agua con colorante?,crítica
El pollo congelado en MLC estaba verde. ¿Quieren envenenarnos?,crítica
La tienda CIMEX en MLC no da facturas. ¿Cómo reclamo productos defectuosos?,crítica
La harina de trigo desapareció de las tiendas. ¿Ahora cómo hacemos pan?,crítica
El café de la libreta es puro palo y tierra. ¿Esto es café?,crítica
La tienda de Marianao vende jabón que no hace espuma. ¿Es un chiste?,crítica
El aceite de girasol se vende solo en MLC a precios de oro. ¿Y los que no tenemos divisas?,crítica
La carne de res en la libreta es hueso con pellejo. ¿Dónde está la carne?,crítica
El mercado de Guanabacoa subió los precios un 300% en un día. ¿Nadie los regula?,crítica
¿Las tiendas en MLC (Moneda Libremente Convertible) aceptan euros?,pregunta
¿Cómo solicitar una libreta de abastecimiento para un recién nacido?,pregunta
¿Hay venta de harina de trigo en la tienda 'El Trigal' de Santiago?,pregunta
¿Qué hacer si el pan asignado por la libreta no se entrega por semanas?,pregunta
¿Los productos de la canasta básica incluyen jabón de lavar este mes?,pregunta
¿Dónde reportar un mercado agropecuario que vende viandas a precios abusivos?,pregunta
¿Las tiendas estatales venden pollo congelado en moneda nacional?,pregunta
¿Cómo acceder a la venta de productos de higiene para adultos mayores?,pregunta
¿Existen mercados mayoristas para comprar vegetales en La Habana?,pregunta
¿Qué documentos necesito para comprar en la tienda de divisas 'Miramar Shopping'?,pregunta
¿Dónde puedo conseguir el formulario 322 para trámite de pasaporte,pregunta
Qué documentos necesito para registrar un nacimiento fuera del plazo legal,pregunta
Es cierto que van a reabrir la oficina de trámites de extranjería en Santiago,pregunta
¿Cómo cambio mi dirección en el carné de identidad después de mudarme,pregunta
Hay multa por no votar en las elecciones municipales,pregunta
¿Dónde reporto vecinos que tienen animales domésticos en condiciones inhumanas,pregunta
Qué debo hacer si encontré un objeto valioso en la vía pública,pregunta
¿Existe algún programa de reciclaje de plástico en Miramar,pregunta
Los trámites notariales son más rápidos en alguna oficina específica,pregunta
¿Dónde puedo estudiar idiomas con certificación reconocida internacionalmente,pregunta
La recogida de basura es irregular en barrios periféricos,criterio_general
El gas licuado debería distribuirse con mayor equidad,criterio_general
Las bodegas no cubren las necesidades nutricionales básicas,criterio_general
Los delegados deberían rendir cuentas periódicamente,criterio_general
El trámite del carné de identidad es rápido pero costoso,criterio_general
La contaminación acústica en zonas turísticas es excesiva,criterio_general
Los parques infantiles necesitan mantenimiento urgente,criterio_general
El sistema de bibliotecas públicas es excelente pero poco usado,criterio_general
La burocracia frena el desarrollo de pequeños negocios,criterio_general
Cuba necesita más iniciativas de economía circular,criterio_general
Denuncio vertido de desechos tóxicos de taller estatal en río Almendares,denuncia
Reporto red de venta ilegal de carnés de identidad en oficina de Guanabacoa,denuncia
Exijo investigación sobre desvío de combustible destinado a recogida de basura en Marianao,denuncia
Denuncio que inspectores de higiene cobran 'multas' bajo mesa a negocios privados,denuncia
Reporto matadero clandestino en Arroyo Naranjo que vende carne sin control sanitario,denuncia
Denuncio tala ilegal de árboles centenarios en Bosque de La Habana para venta de madera,denuncia
Exijo acción contra venta de diplomas universitarios falsos en Universidad de La Habana,denuncia
Denuncio que en Santiago cobran por acceso a playas que deberían ser públicas,denuncia
Reporto robo de equipos deportivos donados a escuelas primarias en Centro Habana,denuncia
Denuncio contrabando de especies protegidas en mercado de 19 y B,denuncia
¿Por qué faltan maestros en tantas escuelas?,queja
Reclamo que no hay libros de texto suficientes para todos los alumnos.,queja
¿Cuándo van a reparar los techos de la escuela que gotean cuando llueve?,queja
Queja porque el transporte escolar nunca llega a tiempo.,queja
¿Por qué no hay internet en las universidades para investigar?,queja
¿Por qué las universidades no tienen papel higiénico en los baños?,queja
Reclamo que los comedores escolares sirven comida en mal estado,queja
Denuncio venta de plazas universitarias por funcionarios corruptos,queja
¿Cuándo tendrán laboratorios de computación con equipos modernos?,queja
Queja porque los profesores piden materiales que no existen en el mercado,queja
¿Por qué cobran entrada en CUC a eventos culturales que antes eran gratuitos?,queja
Reclamo que las bibliotecas no adquieren nuevos libros desde 2019,queja
Denuncio que los instrumentos musicales se los dan solo a artistas con conexiones,queja
¿Por qué los estadios están en ruinas pero se construyen hoteles para turistas?,queja
Reclamo que no hay mantenimiento en las áreas deportivas barriales,queja
Denuncio que los cubanos no podemos alojarnos en hoteles de nuestra propia playa,queja
¿Por qué los taxis turísticos no pueden llevar pasajeros cubanos?,queja
Propongo concursos nacionales para crear contenidos digitales educativos,sugerencia
Sugiero alianzas con empresas para modernizar laboratorios escolares,sugerencia
¿Podrían implementar WiFi educativo gratuito en todas las escuelas?,sugerencia
Recomiendo crear talleres vocacionales desde primaria,sugerencia
Sería útil tener bibliotecas digitales con acceso offline,sugerencia
Propongo intercambios internacionales para profesores de ciencias,sugerencia
Sugiero huertos escolares obligatorios para autoabastecimiento,sugerencia
¿Podrían digitalizar los libros de texto para reducir costos?,sugerencia
Recomiendo transporte escolar compartido entre centros cercanos,sugerencia
Sería bueno crear una universidad del transporte público,sugerencia
Propongo convertir cines abandonados en centros culturales comunitarios,sugerencia
Sugiero festivales itinerantes de cine en barrios periféricos,sugerencia
¿Podrían habilitar talleres de arte reciclado en parques?,sugerencia
Recomiendo crear una mediateca nacional con archivos históricos digitalizados,sugerencia
Sería útil tener becas para artistas emergentes sin burocracia,sugerencia
Propongo rescatar tradiciones locales con ayuda de adultos mayores,sugerencia
Sugiero mapear digitalmente todo el patrimonio arquitectónico en riesgo,sugerencia
¿Podrían crear residencias artísticas en zonas rurales?,sugerencia
Recomiendo intercambios con artistas del Caribe para talleres prácticos,sugerencia
Sería bueno tener librerías ambulantes en buses adaptados,sugerencia
Propono crear paquetes turísticos accesibles para cubanos,sugerencia
Sugiero rutas gastronómicas que incluyan paladares familiares,sugerencia
¿Podrían habilitar playas con áreas exclusivas para residentes locales?,sugerencia
Recomiendo crear festivales de intercambio cultural turista-comunidad,sugerencia
Sería útil tener señalización bilingüe en sitios históricos,sugerencia
Propongo tours especializados en arquitectura y música cubana,sugerencia
Sugiero capacitación obligatoria en trato al cliente para taxistas,sugerencia
¿Podrían crear pases de transporte integrado para visitantes?,sugerencia
Recomiendo cooperativas de artesanos con precios justos,sugerencia
Sería bueno tener wifi gratis en zonas turísticas con límite de tiempo,sugerencia
¿Por qué no pude completar mi llamada ayer?,pregunta
Cuándo se va a normalizar el internet en mi zona,pregunta
¿Qué hago si mi cuenta de luz sigue apagándose todo el tiempo?,pregunta
A qué hora pasa el autobús por mi casa?,pregunta
¿Tienen algún plan para estudiantes con el servicio de internet?,pregunta
Por qué el número que intento llamar está fuera de servicio?,pregunta
¿Cuánto tarda en atenderse mi solicitud de mantenimiento?,pregunta
Qué hago si mi tarjeta SIM no funciona,pregunta
¿Cuál es el procedimiento para reportar un problema en mi línea telefónica?,pregunta
Cuándo me van a responder sobre mi solicitud de internet,pregunta
¿Qué puedo hacer si mi paquete no ha llegado a tiempo?,pregunta
Por qué el servicio de televisión por cable sigue sin funcionar,pregunta
Dónde puedo encontrar info sobre los nuevos horarios de los autobuses urbanos,pregunta
